oldobjectid,objectid,filename,title,creator,description,date,date_is_approximate,subject,location,digital_collection,source,identifier,digital_source,format_original,format,type,rights,rightsstatement,language,,in drive,original filename,display_template,object_location,image_small,image_thumb
,r8,r8.pdf,"""While You Were Out"" note",,Note to Gallagher mentioning that she missed somebody from WSU who gave the number of blacks at WSU invluding faculty and students.  Attached to r7.jpg.,1969-06-25,no,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",/,eng,r8,y,R 8.jpg,pdf,/objects/r8.pdf,/objects/small/r8_sm.jpg,/objects/thumbs/r8_th.jpg
,r80,r80.pdf,Afro-American Studies University of Idaho catalog,,Afro-American courses catalog under coordinator SB Rolland that includes 10 differnt Afro-American courses.,,no,Black Studies,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",/,eng,r80,y,R 80.jpg,pdf,/objects/r80.pdf,/objects/small/r80_sm.jpg,/objects/thumbs/r80_th.jpg
uiblackhistory229,r81,r81.pdf,"Memorandum regarding ""Black Studies Program""",H. E. Hosack,Memorandum to Charles Peterson regarding Black Studies with attached paperwork which will help explain the course to history students.,1969-10-13,no,Black Studies,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r81,y,R 81.jpg,pdf,/objects/r81.pdf,/objects/small/r81_sm.jpg,/objects/thumbs/r81_th.jpg
uiblackhistory231,r85,r85.pdf,Handwritten memorandum,?,"Memorandum to Rolland that only says ""Something for the 'Black Studies' course?""",1969-10-14,no,Black Studies,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r85,y,R 85.jpg,pdf,/objects/r85.pdf,/objects/small/r85_sm.jpg,/objects/thumbs/r85_th.jpg
uiblackhistory234,r9,r9.pdf,"Memorandum regarding ""Recruitment and Screening of Director for Minority/Ethnic Student Programs""",Thomas E. Richardson,"Memorandum from Richardson to several staff members, notifying them as to their role within the screening committee for the Coordinator position.",1974-06-10,no,Minority Student Programs,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r9,y,R 9.jpg;,pdf,/objects/r9.pdf,/objects/small/r9_sm.jpg,/objects/thumbs/r9_th.jpg
uiblackhistory235,r94,r94.pdf,Correspondence regarding Danforth Fellows in Black Studies,Robert W. Coonrod,Letter addressed to Dr. Laura Bornholdt at the Danforth Foundation in St. Louis; Missouri.  Letter discusses Danforth Fellows program in Black Studies.,1970-01-12,no,Black Studies,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r94,y,R 94.jpg,pdf,/objects/r94.pdf,/objects/small/r94_sm.jpg,/objects/thumbs/r94_th.jpg
uiblackhistory236,r95,r95.pdf,"Memorandum regarding ""Danforth Foundation Black Studies Fellowships""",S. B. Rolland,"Memorandum from SB Rolland, addressing Danforth Fellowship grants of 1971-1972 in which Rolland suggests that Coonrod and Hartung give details of black study program to Danforth Fellows program and show interest in it; but not to accept it at the current moment as there is not enough time or money.",1970-01-06,no,Black Studies,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r95,y,R 95.jpg,pdf,/objects/r95.pdf,/objects/small/r95_sm.jpg,/objects/thumbs/r95_th.jpg
uiblackhistory237,r96,r96.pdf,"Correspondence regarding ""Proposal for a course to be entitled 'The Negro in American History'""",Willard Barnes; S. B. Rolland,Proposal for the course “The Negro in American History” that discusses the need for the course and also makes note of the postponement of the Black Identity course due to some issues.,,no,Black Studies; History course,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r96,y,R 96.jpg; R 97.jpg,pdf,/objects/r96.pdf,/objects/small/r96_sm.jpg,/objects/thumbs/r96_th.jpg
uiblackhistory238,r98,r98.pdf,"Memorandum regarding ""Proposed text of a letter to Kirk Sorenson on Black Studies""",S. B. Rolland,Proposed letter that details the courses currently being taught at the University of Idaho in regards to black history; but notes that there is no formal black studies program at the University.,1971-06-08,no,Black Studies,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r98,y,R 98.jpg,pdf,/objects/r98.pdf,/objects/small/r98_sm.jpg,/objects/thumbs/r98_th.jpg
uiblackhistory239,r99,r99.pdf,Correspondence regarding Black Studies Program,R. William Holland,Letter from University of California; Riverside requesting chairman for Black Studies programs and asking for persons interested in the position to apply.,1974-02-05,no,Black Studies,,,"Siegfried B. Rolland Papers, 1945-1988","MG 368, Box 2, Folder 81",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,r99,y,R 99.jpg,pdf,/objects/r99.pdf,/objects/small/r99_sm.jpg,/objects/thumbs/r99_th.jpg
uiblackhistory030,spaceallocation,spaceallocation.pdf,Memorandum and attached request regarding space for the Black Student Union,Tom Richardson; Black Student Union; Malcolm Smith,Memorandum from Tom Richardson to Matt Tellin concerning the commitments made to B.S.U. and minority programs for space allocation. Attached is a copy of said request from the B.S.U. to Matt Tellin.,1973-02-28,,Black Student Union,,,,,,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,spaceallocation,y; combined,spaceallocation.pdf,pdf,/objects/spaceallocation.pdf,/objects/small/spaceallocation_sm.jpg,/objects/thumbs/spaceallocation_th.jpg
uiblackhistory001,ug13_251_001,ug13_251_001.pdf,Correspondence regarding petitions for Anthropology 158 and Negro History,Ernest W. Hartung ,"Letter from President Hartung to Joseph A. Tasby discussing the implementation of two courses, Anthropology 158 and Negro History.",1968-11-01,,Black Studies; History Course,,,"President's Office (Hartung) Records, 1965-1977","UG 13, Box 11, Folder 251",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ug13_251_001,y,H13 2.jpg ,pdf,/objects/ug13_251_001.pdf,/objects/small/ug13_251_001_sm.jpg,/objects/thumbs/ug13_251_001_th.jpg
uiblackhistory002,ug13_251_002,ug13_251_002.pdf,Memorandum regarding petitions for two new courses,Joseph A. Tasby,"Memorandum from Tasby to Hartung concerning petitions presented to Academic Vice President Walter Steffens about Anthropology 158, ""Race Problems,"" and a course about Negro History.",1968-10-24,,Black Studies; Petitions,,,"President's Office (Hartung) Records, 1965-1977","UG 13, Box 11, Folder 251",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ug13_251_002,y,H13 3.jpg,pdf,/objects/ug13_251_002.pdf,/objects/small/ug13_251_002_sm.jpg,/objects/thumbs/ug13_251_002_th.jpg
uiblackhistory003,ug13_251_003,ug13_251_003.pdf,"Signed petition to offer Anthropology 158, ""Race Problems""",,"Petition for the Department of Anthropology to offer the course lsited in the 1967-1969 catalogue as Anthro. 158, ""Race Problems,"" during the Spring Semester to help students and staff better understand the overt and underlying causes of racial problems.",1966,y ,Black Studies; Petitions,,,"President's Office (Hartung) Records, 1965-1977","UG 13, Box 11, Folder 251",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,ug13_251_003,y; combined to pdf,H13 4.jpg; H13 5.jpg; H13 6.jpg; H13 8.jpg through H13 89.jpg,pdf,/objects/ug13_251_003.pdf,/objects/small/ug13_251_003_sm.jpg,/objects/thumbs/ug13_251_003_th.jpg
